0, 11, 20296, 0.054198
20, 21, 7343, 0.285987
40, 66, 5880, 1.122449
60, 41, 2280, 1.798246
80, 85, 4940, 1.720648
100, 5, 614, 0.814332
120, 31, 1833, 1.691217
140, 41, 1988, 2.062374
160, 36, 1402, 2.567760
180, 3, 678, 0.442478
200, 24, 1892, 1.268499
220, 0, 165, 0.000000
240, 5, 1600, 0.312500
260, 2, 768, 0.260417
280, 0, 900, 0.000000
300, 0, 164, 0.000000
320, 5, 1108, 0.451264
340, 0, 25, 0.000000
380, 1, 1126, 0.088810
400, 21, 768, 2.734375
420, 2, 417, 0.479616
440, 0, 334, 0.000000
460, 3, 417, 0.719424
480, 2, 270, 0.740741
500, 0, 479, 0.000000
520, 0, 555, 0.000000
540, 9, 1631, 0.551809
560, 36, 861, 4.181185
580, 1, 1143, 0.087489
600, 15, 915, 1.639344
620, 21, 941, 2.231668
640, 15, 989, 1.516684
660, 13, 1816, 0.715859
680, 1, 310, 0.322581
700, 0, 5, 0.000000
740, 10, 1800, 0.555556
760, 22, 978, 2.249489
780, 1, 494, 0.202429
800, 0, 20, 0.000000
840, 6, 1368, 0.438596
860, 0, 1483, 0.000000
880, 37, 13415, 0.275811
900, 50, 18153, 0.275437
920, 8, 387, 2.067183
1, 11, 19081, 0.057649
21, 20, 7177, 0.278668
41, 50, 5353, 0.934056
61, 33, 2163, 1.525659
81, 76, 3875, 1.961290
101, 5, 614, 0.814332
121, 31, 1833, 1.691217
141, 41, 1988, 2.062374
161, 29, 1087, 2.667893
181, 3, 678, 0.442478
201, 24, 1892, 1.268499
221, 0, 165, 0.000000
241, 5, 1084, 0.461255
261, 2, 768, 0.260417
281, 0, 340, 0.000000
301, 0, 164, 0.000000
321, 5, 1108, 0.451264
341, 0, 20, 0.000000
381, 1, 1126, 0.088810
401, 21, 768, 2.734375
421, 2, 417, 0.479616
441, 0, 334, 0.000000
461, 3, 417, 0.719424
481, 2, 270, 0.740741
501, 0, 430, 0.000000
521, 0, 78, 0.000000
541, 9, 1631, 0.551809
561, 15, 769, 1.950585
581, 1, 1143, 0.087489
601, 15, 900, 1.666667
