0, 3, 1254, 0.239234
5, 5, 888, 0.563063
10, 8, 819, 0.976801
15, 1, 398, 0.251256
20, 0, 446, 0.000000
25, 1, 709, 0.141044
30, 3, 6219, 0.048239
35, 4, 2214, 0.180668
40, 19, 3357, 0.565982
45, 11, 2724, 0.403818
50, 7, 2564, 0.273011
55, 51, 3225, 1.581395
60, 15, 3351, 0.447628
65, 7, 3062, 0.228609
70, 8, 3280, 0.243902
75, 0, 4373, 0.000000
80, 7, 4931, 0.141959
85, 0, 4922, 0.000000
90, 0, 4272, 0.000000
95, 5, 4179, 0.119646
100, 11, 1047, 1.050621
105, 8, 431, 1.856148
110, 3, 339, 0.884956
115, 3, 494, 0.607287
120, 5, 259, 1.930502
125, 1, 441, 0.226757
130, 0, 349, 0.000000
135, 3, 350, 0.857143
140, 2, 836, 0.239234
145, 6, 778, 0.771208
150, 10, 702, 1.424501
155, 2, 615, 0.325203
160, 3, 557, 0.538600
165, 1, 1886, 0.053022
170, 2, 1402, 0.142653
175, 3, 2840, 0.105634
180, 2, 3753, 0.053291
185, 9, 3864, 0.232919
190, 5, 8264, 0.060503
195, 1, 9610, 0.010406
200, 0, 4202, 0.000000
205, 14, 4851, 0.288600
210, 30, 2333, 1.285898
215, 4, 4066, 0.098377
220, 7, 3325, 0.210526
225, 2, 2614, 0.076511
230, 1, 3638, 0.027488
235, 4, 2894, 0.138217
240, 4, 3843, 0.104085
245, 2, 3215, 0.062208
250, 0, 1982, 0.000000
255, 6, 697, 0.860832
260, 17, 591, 2.876481
265, 14, 356, 3.932584
270, 1, 480, 0.208333
275, 18, 1218, 1.477833
280, 2, 729, 0.274348
285, 0, 267, 0.000000
290, 0, 309, 0.000000
295, 0, 451, 0.000000
300, 0, 338, 0.000000
305, 2, 481, 0.415800
310, 0, 180, 0.000000
315, 0, 75, 0.000000
320, 0, 150, 0.000000
325, 0, 25, 0.000000
330, 0, 251, 0.000000
335, 0, 94, 0.000000
340, 3, 349, 0.859599
345, 0, 300, 0.000000
355, 0, 20, 0.000000
365, 0, 322, 0.000000
370, 0, 62, 0.000000
375, 0, 25, 0.000000
380, 0, 95, 0.000000
385, 0, 40, 0.000000
390, 1, 208, 0.480769
395, 1, 44, 2.272727
400, 0, 15, 0.000000
405, 0, 5, 0.000000
410, 0, 460, 0.000000
415, 0, 1309, 0.000000
420, 1, 487, 0.205339
425, 0, 205, 0.000000
430, 0, 219, 0.000000
435, 0, 264, 0.000000
440, 0, 249, 0.000000
445, 6, 585, 1.025641
450, 0, 254, 0.000000
455, 1, 1170, 0.085470
460, 0, 418, 0.000000
465, 7, 1204, 0.581395
470, 1, 1260, 0.079365
475, 4, 961, 0.416233
480, 0, 452, 0.000000
485, 2, 583, 0.343053
490, 2, 565, 0.353982
495, 0, 227, 0.000000
500, 5, 906, 0.551876
505, 23, 2419, 0.950806
510, 30, 2421, 1.239157
515, 3, 1732, 0.173210
520, 0, 2559, 0.000000
525, 0, 5278, 0.000000
530, 2, 4808, 0.041597
535, 0, 5954, 0.000000
540, 0, 2272, 0.000000
545, 0, 3301, 0.000000
550, 1, 2801, 0.035702
555, 2, 2030, 0.098522
560, 4, 2788, 0.143472
565, 1, 3744, 0.026709
570, 1, 4321, 0.023143
575, 0, 3372, 0.000000
580, 0, 5600, 0.000000
585, 1, 3020, 0.033113
590, 0, 1804, 0.000000
595, 0, 3436, 0.000000
600, 0, 3238, 0.000000
605, 0, 3187, 0.000000
610, 0, 3358, 0.000000
615, 0, 3213, 0.000000
620, 18, 3377, 0.533017
625, 0, 1431, 0.000000
630, 0, 3767, 0.000000
635, 2, 2377, 0.084140
640, 0, 646, 0.000000
645, 0, 818, 0.000000
650, 1, 1058, 0.094518
655, 0, 636, 0.000000
660, 1, 772, 0.129534
665, 0, 469, 0.000000
670, 0, 274, 0.000000
675, 0, 376, 0.000000
680, 0, 306, 0.000000
685, 0, 691, 0.000000
690, 0, 197, 0.000000
695, 0, 245, 0.000000
700, 0, 189, 0.000000
705, 0, 229, 0.000000
710, 0, 179, 0.000000
715, 0, 696, 0.000000
720, 0, 252, 0.000000
725, 0, 326, 0.000000
730, 0, 291, 0.000000
735, 0, 411, 0.000000
740, 0, 1674, 0.000000
745, 0, 1520, 0.000000
750, 0, 462, 0.000000
755, 0, 363, 0.000000
760, 0, 174, 0.000000
765, 0, 559, 0.000000
770, 0, 306, 0.000000
775, 0, 407, 0.000000
780, 0, 587, 0.000000
785, 0, 334, 0.000000
790, 0, 561, 0.000000
795, 0, 4285, 0.000000
800, 0, 5045, 0.000000
805, 0, 6917, 0.000000
810, 0, 5461, 0.000000
815, 0, 4090, 0.000000
820, 13, 5449, 0.238576
825, 0, 4077, 0.000000
830, 0, 6704, 0.000000
835, 0, 4764, 0.000000
840, 1, 5759, 0.017364
845, 0, 4411, 0.000000
850, 1, 8075, 0.012384
855, 0, 4107, 0.000000
860, 0, 4204, 0.000000
865, 2, 5381, 0.037168
870, 0, 4371, 0.000000
875, 1, 4517, 0.022139
880, 0, 4120, 0.000000
885, 1, 4473, 0.022356
890, 0, 4840, 0.000000
895, 0, 5500, 0.000000
900, 0, 2247, 0.000000
905, 0, 1423, 0.000000
910, 1, 3186, 0.031387
915, 2, 5922, 0.033772
920, 1, 7023, 0.014239
925, 29, 2425, 1.195876
930, 4, 6551, 0.061059
935, 2, 984, 0.203252
940, 12, 3854, 0.311365
945, 23, 2605, 0.882917
950, 74, 3887, 1.903782
955, 16, 2677, 0.597684
960, 32, 1747, 1.831712
965, 14, 3249, 0.430902
970, 3, 5242, 0.057230
975, 6, 3487, 0.172068
980, 19, 3267, 0.581573
985, 4, 3227, 0.123954
990, 17, 3165, 0.537125
995, 0, 3032, 0.000000
1000, 28, 3843, 0.728597
1005, 11, 2878, 0.382210
1010, 21, 3205, 0.655226
1015, 2, 2636, 0.075873
1020, 38, 3272, 1.161369
1025, 25, 3828, 0.653083
1030, 2, 1025, 0.195122
1035, 4, 1192, 0.335570
1040, 10, 1787, 0.559597
1045, 2, 1838, 0.108814
1050, 6, 1080, 0.555556
1055, 14, 1450, 0.965517
1060, 4, 962, 0.415800
1065, 5, 1223, 0.408831
1070, 4, 728, 0.549451
1075, 3, 1319, 0.227445
1080, 5, 429, 1.165501
1085, 4, 1372, 0.291545
1090, 10, 1216, 0.822368
1095, 4, 2580, 0.155039
1100, 72, 8623, 0.834976
1105, 10, 4952, 0.201939
1110, 1, 4402, 0.022717
1115, 5, 2340, 0.213675
1120, 7, 4531, 0.154491
1125, 8, 2492, 0.321027
1130, 3, 3215, 0.093313
1135, 6, 3430, 0.174927
1140, 27, 1950, 1.384615
1145, 7, 3313, 0.211289
1150, 1, 1784, 0.056054
1155, 0, 1760, 0.000000
1160, 2, 1624, 0.123153
1165, 18, 3235, 0.556414
1170, 23, 2740, 0.839416
1175, 15, 3471, 0.432152
1180, 28, 3880, 0.721649
1185, 0, 1478, 0.000000
1190, 2, 3111, 0.064288
1195, 12, 2196, 0.546448
1200, 28, 2462, 1.137287
1205, 22, 2526, 0.870942
1210, 56, 3537, 1.583263
1215, 12, 4436, 0.270514
1220, 7, 3862, 0.181253
1225, 43, 3667, 1.172621
1230, 4, 4869, 0.082152
1235, 4, 4311, 0.092786
1240, 8, 3319, 0.241036
1245, 9, 3323, 0.270840
1250, 6, 3932, 0.152594
1255, 5, 3876, 0.128999
1260, 0, 3940, 0.000000
1265, 3, 4577, 0.065545
1270, 6, 4748, 0.126369
1275, 5, 4175, 0.119760
